property_id,name,district,price,beds,baths,area,build_time,location,time_to_school,distance_to_mrt,latitude,longitude,public_facilities,facility_type,costScore,commuteScore,neighborhoodScore,device_id,dwell_time,favorite,update_time
74,14 Taman Ho Swee,Clementi,1350,1,0,65,1970,14 Taman Ho Swee,46,650,1.28790461781044,103.83219770269,"[{'Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre)': '286'}, {'library@chinatown': '1448'}, {'GANGES AVE OS': '322'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '470'}]",HDB,0.94,0.65,0.89,device_64,50.77,True,2025-10-28 03:23:36.246048+00:00
325,2 Room (2A) HDB for Rent in 408A Northshore Drive,Punggol,1900,1,1,506,2020,408A Northshore Drive,85,140,1.41694537672572,103.902802098058,"[{'Punggol Coast Hawker Centre': '692'}, {'Punggol Regional Library': '889'}, {'PUNGGOL WATERWAY PK': '694'}, {'GW TRADER PTE. LTD.': '723'}]",HDB,0.29,0.17,0.79,device_64,59.42,False,2025-10-28 03:25:05.398071+00:00
241,Master Room (Condo) for Rent in Sunny Palms (A),Marine Parade,2000,1,1,850,2004,"Sunny Palms, 65 Lorong G Telok Kurau",66,453,1.3174353531319,103.910838016448,"[{'Eunos Crescent Blk 4A': '799'}, {'Marine Parade Public Library': '1405'}, {'TELOK KURAU PK': '446'}, {'THE ALASKA GUYS PTE. LTD.': '588'}]",Condo,0.18,0.4,0.88,device_64,10.43,False,2025-10-28 03:25:44.825232+00:00
41,210A Clementi Avenue 6,Bukit Merah West,1300,1,0,150,,210A Clementi Avenue 6,21,820,1.32175018587424,103.762988191669,"[{'Clementi Ave 3 Blk 448': '947'}, {'Clementi Public Library': '753'}, {'FABER HILLS PLAYGROUND': '599'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '503'}]",HDB,1.0,0.95,0.8,device_64,94.15,False,2025-10-28 03:27:54.389606+00:00
135,1 or 2 Common Room,Nanyang,1300,1,1,200,2005,Jurong West,44,790,1.33868102526914,103.692767342476,"[{'Jurong West Hawker Centre': '574'}, {'Jurong West Public Library': '1324'}, {'YUNNAN PARK': '133'}, {'PRIME SUPERMARKET LIMITED': '395'}]",HDB,1.0,0.67,0.7,device_64,91.25,False,2025-10-28 03:29:48.304261+00:00
9,275D Compassvale Link,Sengkang,1600,1,0,1001,2007,275D Compassvale Link,59,50,1.38290495731413,103.893713485123,"[{'Buangkok Hawker Centre': '110'}, {'Sengkang Public Library': '973'}, {'PUNGGOL PK': '858'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '63'}]",HDB,0.65,0.49,0.63,device_64,45.59,False,2025-10-28 03:30:49.916078+00:00
303,2 Room (2A) HDB for Rent in 40 Circuit Road,Geylang,2100,1,2,484,,40 Circuit Road,60,319,1.32767695905654,103.886264654446,"[{'Circuit Road Blk 80 (80 Circuit Road Market and Food Centre)': '94'}, {'Geylang East Public Library': '1132'}, {'PAYA LEBAR ROAD PARK': '627'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '140'}]",HDB,0.06,0.48,0.55,device_64,14.85,False,2025-10-28 03:31:23.541766+00:00
411,Common Room (HDB) for Rent in 255 Ang Mo Kio Avenue 4,Ang Mo Kio South,700,1,0,106,1977, 255 Ang Mo Kio Avenue 4 560255,56,359,1.37065487078854,103.834630215787,"[{'Sembawang Hills Food Centre (Jalan Leban Food Centre)': '651'}, {'Ang Mo Kio Public Library': '1301'}, {'ELLINGTON SQUARE PLAYGROUND': '149'}, {'SHENG SIONG SUPERMARKET PTE LTD': '416'}]",HDB,1.0,0.45,1.0,device_65,25.75,False,2025-10-28 03:23:17.015897+00:00
472,3 Room (3NG) HDB for Rent in 541 Ang Mo Kio Avenue 10,Ang Mo Kio South,2900,2,2,882,1981,541 Ang Mo Kio Avenue 10 560541,64,797,1.37392239168826,103.855621371068,"[{'Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre)': '181'}, {'Ang Mo Kio Public Library': '1121'}, {'ANG MO KIO TOWN GARDEN EAST': '699'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '238'}]",HDB,0.78,0.35,1.0,device_65,64.16,False,2025-10-28 03:24:36.456431+00:00
386,Master Room (HDB) for Rent in 13 Holland Drive (A),Queenstown,1600,1,1,145,1975,13 Holland Drive 271013,24,369,1.30936039548607,103.793205067682,"[{'Holland Drive Blk 44 (Holland Drive Market and Food Centre)': '145'}, {'Queenstown Public Library': '1806'}, {'HOLLAND VILLAGE PK': '369'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '75'}]",HDB,0.91,0.88,0.67,device_65,61.94,True,2025-10-28 03:26:17.974702+00:00
209,Common Room (HDB) for Rent in 588A Ang Mo Kio Street 52 (A),Ang Mo Kio South,1000,1,0,120,2011,Ang Mo Kio Street 52,63,426,1.37250018378608,103.853478939329,"[{'Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre)': '113'}, {'Ang Mo Kio Public Library': '914'}, {'ANG MO KIO TOWN GARDEN EAST': '414'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '48'}]",HDB,0.97,0.36,1.0,device_65,92.39,False,2025-10-28 03:28:30.270835+00:00
481,Master Room (HDB) for Rent in 13 Holland Drive (B),Queenstown,1740,1,1,205,1975,13 Holland Drive 271013,24,369,1.30936039548607,103.793205067682,"[{'Holland Drive Blk 44 (Holland Drive Market and Food Centre)': '145'}, {'Queenstown Public Library': '1806'}, {'HOLLAND VILLAGE PK': '369'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '75'}]",HDB,0.9,0.88,0.67,device_65,67.93,False,2025-10-28 03:29:56.205825+00:00
139,Huge Master and Common Room,Bukit Merah West,2200,1,1,300,2005,West Coast,22,850,1.30812643020778,103.761111327647,"[{'West Coast Drive Blk 503 (Ayer Rajah Food Centre)': '433'}, {'Clementi Public Library': '845'}, {'JALAN MAS PUTEH PLAYGROUND': '137'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '473'}]",Landed,0.85,0.91,0.79,device_65,9.32,False,2025-10-28 03:30:34.791345+00:00
28,517 Woodlands Drive 14 (B),Woodlands East,1500,1,1,200,1999,517 Woodlands Drive 14,62,1040,1.43382994903659,103.791679802234,"[{'Kampung Admiralty Hawker Centre': '1200'}, {'Woodlands Regional Library': '545'}, {'WOODLANDS HEALING GARDEN': '975'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '334'}]",HDB,0.55,0.33,0.89,device_66,52.91,False,2025-10-28 03:23:43.528650+00:00
19,414 Tampines Street 41 (A),Pasir Ris,1100,1,0,150,1985,414 Tampines Street 41,76,840,1.35981195619451,103.946549508112,"[{'Hawker Centre @ Our Tampines Hub': '1006'}, {'Tampines Regional Library': '1000'}, {'SUN PLAZA PK': '372'}, {'SHENG SIONG SUPERMARKET PTE LTD': '438'}]",HDB,0.91,0.14,0.95,device_66,56.98,False,2025-10-28 03:25:07.523670+00:00
47,"Coastarina, 510 East Coast Road",Marine Parade,1400,1,0,110,2006,510 East Coast Road,67,870,1.30955905953909,103.918348621431,"[{'Marine Terrace Blk 50A (50A Marine Terrace)': '513'}, {'Marine Parade Public Library': '1121'}, {'JLN BULOH PERINDU PG': '165'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '548'}]",Condo,0.64,0.26,0.92,device_66,40.54,True,2025-10-28 03:26:26.036206+00:00
51,"Simei Green Condominium, 1 Simei Street 4",Changi,1300,1,0,120,1999,1 Simei Street 4,69,580,1.34169538178112,103.958080755214,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '1551'}, {'SUNBIRD CIRCLE PG': '288'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '573'}]",Condo,0.73,0.23,0.23,device_66,23.43,False,2025-10-28 03:27:25.569401+00:00
65,"Eastpoint Green, 1 Simei Street 3",Changi,1288,1,0,80,1998,1 Simei Street 3,68,610,1.33954520418255,103.951022111706,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '959'}, {'Tampines Regional Library': '1938'}, {'SEA BREEZE AVENUE PARK': '162'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '414'}]",Condo,0.74,0.25,0.94,device_66,80.42,True,2025-10-28 03:29:04.077169+00:00
35,108 Ang Mo Kio Avenue 4,Ang Mo Kio South,1300,1,0,150,1978,108 Ang Mo Kio Avenue 4,47,350,1.37096635222625,103.838201940326,"[{'Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market)': '408'}, {'Ang Mo Kio Public Library': '923'}, {'MAYFLOWER CRESCENT PG': '244'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '389'}]",HDB,0.73,0.53,1.0,device_66,55.14,True,2025-10-28 03:30:32.285379+00:00
41,210A Clementi Avenue 6,Bukit Merah West,1300,1,0,150,,210A Clementi Avenue 6,19,820,1.32175018587424,103.762988191669,"[{'Clementi Ave 3 Blk 448': '947'}, {'Clementi Public Library': '753'}, {'FABER HILLS PLAYGROUND': '599'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '503'}]",HDB,0.73,0.92,0.86,device_66,64.95,True,2025-10-28 03:32:12.602444+00:00
48,"Boonview, 1 Marymount Terrace",Bishan,1500,1,0,80,2003,1 Marymount Terrace,51,940,1.35166519162343,103.84155399401,"[{'Shunfu Road Blk 320 (Shunfu Mart)': '512'}, {'Bishan Public Library': '835'}, {'PEMIMPIN PLACE PG': '228'}, {'SHENG SIONG SUPERMARKET PTE LTD': '612'}]",Condo,0.55,0.48,0.98,device_66,80.75,False,2025-10-28 03:33:57.656465+00:00
20,414 Tampines Street 41 (B),Pasir Ris,1100,1,0,150,1985,414 Tampines Street 41,76,840,1.35981195619451,103.946549508112,"[{'Hawker Centre @ Our Tampines Hub': '1006'}, {'Tampines Regional Library': '1000'}, {'SUN PLAZA PK': '372'}, {'SHENG SIONG SUPERMARKET PTE LTD': '438'}]",HDB,0.91,0.14,0.95,device_66,73.19,True,2025-10-28 03:35:26.447419+00:00
28,517 Woodlands Drive 14 (B),Woodlands East,1500,1,1,200,1999,517 Woodlands Drive 14,61,1040,1.43382994903659,103.791679802234,"[{'Kampung Admiralty Hawker Centre': '1200'}, {'Woodlands Regional Library': '545'}, {'WOODLANDS HEALING GARDEN': '975'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '334'}]",HDB,0.69,0.05,0.86,device_67,65.02,False,2025-10-28 03:23:54.244511+00:00
34,313A Sumang Link,Punggol,800,1,0,124,2014,313A Sumang Link,43,450,1.4098518409694,103.901995283996,"[{'One Punggol Hawker Centre': '373'}, {'Punggol Regional Library': '376'}, {'PUNGGOL WATERWAY PK': '338'}, {'SHENG SIONG SUPERMARKET PTE LTD': '209'}]",HDB,0.91,0.47,0.83,device_67,78.46,True,2025-10-28 03:25:47.070412+00:00
41,210A Clementi Avenue 6,Bukit Merah West,1300,1,0,150,,210A Clementi Avenue 6,40,820,1.32175018587424,103.762988191669,"[{'Clementi Ave 3 Blk 448': '947'}, {'Clementi Public Library': '753'}, {'FABER HILLS PLAYGROUND': '599'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '503'}]",HDB,0.76,0.53,0.83,device_67,36.7,False,2025-10-28 03:26:45.051719+00:00
16,28 Ghim Moh Link,Queenstown,1200,1,0,120,2011,28 Ghim Moh Link,32,850,1.30887985026284,103.784802916649,"[{'Ghim Moh Road Blk 20': '447'}, {'HOLLAND GROVE VIEW FC': '456'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '48'}]",HDB,0.79,0.72,0.0,device_67,25.97,True,2025-10-28 03:27:41.770439+00:00
9,275D Compassvale Link,Sengkang,1600,1,0,1001,2007,275D Compassvale Link,28,50,1.38290495731413,103.893713485123,"[{'Buangkok Hawker Centre': '110'}, {'Sengkang Public Library': '973'}, {'PUNGGOL PK': '858'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '63'}]",HDB,0.66,0.81,0.69,device_67,52.9,False,2025-10-28 03:29:08.863002+00:00
21,208 Ang Mo Kio Avenue 1,Bishan,1100,1,0,115,1975,208 Ang Mo Kio Avenue 1,36,500,1.36544495225352,103.842715047475,"[{'Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre)': '356'}, {'Ang Mo Kio Public Library': '1081'}, {'BISHAN-ANG MO KIO PARK (POND GARDENS)': '702'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '172'}]",HDB,0.82,0.63,0.95,device_67,80.68,False,2025-10-28 03:31:06.863873+00:00
22,167 Bedok South Avenue 3,Bedok,1380,1,0,120,1985,167 Bedok South Avenue 3,37,760,1.31963968622666,103.944965230243,"[{'New Upper Changi Road Blk 58': '661'}, {'Bedok Public Library': '1686'}, {'LUCKY GARDENS PG': '401'}, {'HAO MART PTE. LTD.': '151'}]",HDB,0.73,0.6,0.65,device_67,65.46,False,2025-10-28 03:32:42.309663+00:00
40,473D Upper Serangoon Crescent,Hougang,900,1,0,100,2016,473D Upper Serangoon Crescent,43,1060,1.37667371760412,103.901954069082,"[{'Buangkok Hawker Centre': '1241'}, {'Cheng San Public Library': '1016'}, {'PUNGGOL PK': '369'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '212'}]",HDB,0.88,0.47,0.81,device_67,22.99,False,2025-10-28 03:33:21.427807+00:00
49,"Moonstone Residences, 25 Moonstone Lane",Woodleigh,1580,1,0,150,2004,25 Moonstone Lane,25,670,1.32709863575898,103.86606572723,"[{'Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre)': '761'}, {'Toa Payoh Public Library': '1828'}, {""ST MICHAEL'S FC"": '125'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '610'}]",Apartment,0.4,0.74,0.95,device_68,85.88,False,2025-10-28 03:24:25.144018+00:00
44,"Astoria Park, 30 Lorong Mydin",Marine Parade,1300,1,0,100,1995,30 Lorong Mydin,21,170,1.32117298606416,103.912052086589,"[{'Eunos Crescent Blk 4A': '872'}, {'Marine Parade Public Library': '1833'}, {'LORONG MELAYU PARK': '435'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '345'}]",Condo,0.62,0.82,0.9,device_68,34.16,False,2025-10-28 03:25:31.522265+00:00
39,257C Compassvale Road,Sengkang,900,1,0,150,1999,257C Compassvale Road,31,200,1.39278798548512,103.896388318333,"[{'Anchorvale Village Hawker Centre': '989'}, {'Sengkang Public Library': '220'}, {""ST ANNE'S WOOD PG"": '827'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '174'}]",HDB,0.92,0.62,0.69,device_68,87.23,False,2025-10-28 03:27:15.564166+00:00
41,210A Clementi Avenue 6,Bukit Merah West,1300,1,0,150,,210A Clementi Avenue 6,40,820,1.32175018587424,103.762988191669,"[{'Clementi Ave 3 Blk 448': '947'}, {'Clementi Public Library': '753'}, {'FABER HILLS PLAYGROUND': '599'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '503'}]",HDB,0.62,0.44,0.83,device_68,23.84,False,2025-10-28 03:28:01.449912+00:00
34,313A Sumang Link,Punggol,800,1,0,124,2014,313A Sumang Link,43,450,1.4098518409694,103.901995283996,"[{'One Punggol Hawker Centre': '373'}, {'Punggol Regional Library': '376'}, {'PUNGGOL WATERWAY PK': '338'}, {'SHENG SIONG SUPERMARKET PTE LTD': '209'}]",HDB,1.0,0.38,0.83,device_68,38.85,True,2025-10-28 03:29:05.230775+00:00
51,"Simei Green Condominium, 1 Simei Street 4",Changi,1300,1,0,120,1999,1 Simei Street 4,37,580,1.34169538178112,103.958080755214,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '1551'}, {'SUNBIRD CIRCLE PG': '288'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '573'}]",Condo,0.62,0.5,0.16,device_68,15.25,False,2025-10-28 03:29:56.630568+00:00
46,"Parkshore, 201 Tanjong Rhu Road",Rochor,2100,1,1,200,1995,201 Tanjong Rhu Road,32,350,1.29673208730621,103.87063419752,"[{'Golden Mile Food Centre': '1033'}, {'Central Arts Library': '1808'}, {'EAST COAST PARK AREA A': '318'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '820'}]",Condo,0.0,0.6,0.63,device_68,11.46,False,2025-10-28 03:30:23.187122+00:00
21,208 Ang Mo Kio Avenue 1,Bishan,1100,1,0,115,1975,208 Ang Mo Kio Avenue 1,36,500,1.36544495225352,103.842715047475,"[{'Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre)': '356'}, {'Ang Mo Kio Public Library': '1081'}, {'BISHAN-ANG MO KIO PARK (POND GARDENS)': '702'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '172'}]",HDB,0.77,0.52,0.95,device_68,18.97,False,2025-10-28 03:31:09.826840+00:00
35,108 Ang Mo Kio Avenue 4,Ang Mo Kio South,1300,1,0,150,1978,108 Ang Mo Kio Avenue 4,38,350,1.37096635222625,103.838201940326,"[{'Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market)': '408'}, {'Ang Mo Kio Public Library': '923'}, {'MAYFLOWER CRESCENT PG': '244'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '389'}]",HDB,0.62,0.48,0.97,device_68,16.13,True,2025-10-28 03:31:48.206930+00:00
103,952B Tampines Street 96,Tampines,1000,1,0,100,,952B Tampines Street 96,35,990,1.34317955337408,103.93623103877,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '965'}, {'Tampines Regional Library': '1209'}, {'BEDOK RESERVOIR PK': '1093'}, {'PRIME SUPERMARKET LIMITED': '661'}]",HDB,0.97,0.88,0.51,device_69,72.95,False,2025-10-28 03:24:18.465221+00:00
291,Common Room (Condo) in Simei Green Condominium,Changi,1200,1,0,80,1999,"Simei Green Condominium, 1 Simei Street 4",36,376,1.34111322619373,103.957795806877,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '1539'}, {'SUNBIRD CIRCLE PG': '229'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '559'}]",Condo,0.96,0.85,0.66,device_69,29.79,True,2025-10-28 03:25:10.063660+00:00
373,Common Room (Condo) for Rent in Sea Esta (B),Pasir Ris,1200,1,0,133,2015,28 Pasir Ris Link 518146,47,1154,1.37778944030575,103.959618469918,"[{'Pasir Ris Central Hawker Centre': '1014'}, {'Pasir Ris Public Library': '1282'}, {'PASIR RIS PK': '834'}, {'RAW MARKET PTE. LTD.': '278'}]",Condo,0.96,0.42,1.0,device_69,59.51,False,2025-10-28 03:26:31.737742+00:00
380,Common Room (HDB) for Rent in 515C Templasa Central 7,Tampines,1200,1,0,120,2008,515c tampines central 7 523515,39,803,1.3569678017343,103.938986535158,"[{'Hawker Centre @ Our Tampines Hub': '452'}, {'Tampines Regional Library': '426'}, {'SUN PLAZA PK': '525'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '391'}]",HDB,0.96,0.73,0.51,device_69,69.87,False,2025-10-28 03:28:05.868926+00:00
441,5 Room (5I) HDB for Rent in 168A Simei Lane (A),Changi,4200,3,2,1205,2011,168A Simei Lane 521168,40,299,1.34273869646672,103.958976326972,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '1623'}, {'MERAGI RD PG': '232'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '662'}]",HDB,0.78,0.69,0.66,device_69,48.25,False,2025-10-28 03:29:16.358058+00:00
156,Birmingham Mansions (A),Kampong Java,1400,1,0,100,1998,130 Thomson Road,82,320,1.3177326204316,103.844909211296,"[{'Cambridge Road Blk 41A (Pek Kio Market and Food Centre)': '618'}, {'Toa Payoh Public Library': '1882'}, {'THOMSON RD PG': '210'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '166'}]",Apartment,1.0,0.36,0.95,device_70,41.03,False,2025-10-28 03:23:31.988844+00:00
171,Lian Beng Building ,Hougang,1800,1,1,250,,985 Upper Serangoon Road,87,350,1.36220947602718,103.886929234288,"[{'Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre)': '359'}, {'Cheng San Public Library': '1376'}, {'RICHARDS AVE PK': '552'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '363'}]",Apartment,0.6,0.31,0.9,device_70,6.78,True,2025-10-28 03:24:10.827917+00:00
57,"Evergreen Park, 31 Hougang Avenue 7",Hougang,1500,1,0,150,1999,31 Hougang Avenue 7,96,1270,1.36849381331647,103.89911767534,"[{'Buangkok Hawker Centre': '1753'}, {'Cheng San Public Library': '746'}, {'JLN NAUNG PG': '710'}, {'TAN CHUAN BOON': '509'}]",Apartment,0.9,0.21,0.9,device_70,26.86,True,2025-10-28 03:25:12.637847+00:00
170,YCK 332,Woodleigh,1880,1,1,300,,14A Yio Chu Kang Road,82,740,1.35458411311499,103.877789977988,"[{'Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre)': '1045'}, {'Serangoon Public Library': '749'}, {'BOUNDARY ROAD PARK': '340'}, {'PRIME SUPERMARKET (1996) PTE LTD': '323'}]",Apartment,0.52,0.36,1.0,device_70,36.67,False,2025-10-28 03:26:23.159579+00:00
176,Jalan Besar Plaza,Rochor,1400,1,0,200,1980,101 Kitchener Rd,74,460,1.30865766748104,103.858066663176,"[{'Berseh Food Centre': '195'}, {'Central Arts Library': '1286'}, {'SOMME RD PG': '312'}, {'SHENG SIONG SUPERMARKET PTE LTD': '152'}]",Apartment,1.0,0.44,0.77,device_70,83.25,False,2025-10-28 03:28:25.083344+00:00
476,Executive HDB for Rent in 333 Tampines Street 32 (B),Changi,4168,3,2,1633,,333 Tampines Street 32 520333,64,704,1.35335719461145,103.961129743774,"[{'MERA TERRACE PG': '709'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '164'}]",HDB,0.8,0.57,0.33,device_71,64.62,False,2025-10-28 03:24:06.490750+00:00
369,Common Room (HDB) for Rent in 721 Bedok Reservoir Road,Bedok,800,1,0,150,1981,721 Bedok Reservoir Road 470721,70,682,1.33629244771801,103.926101654356,"[{'Bedok North Street 3 Blk 538': '495'}, {'Bedok Public Library': '1202'}, {'BEDOK TOWN PK': '288'}, {'SHENG SIONG SUPERMARKET PTE LTD': '378'}]",HDB,1.0,0.41,0.5,device_71,70.22,True,2025-10-28 03:25:36.831611+00:00
573,Master Room (Condo) for Rent in The Tampines Trilliant,Tampines,1600,1,1,220,2015,33 Tampines Central 7 528614,52,929,1.36001415254771,103.940222573213,"[{'Hawker Centre @ Our Tampines Hub': '761'}, {'Tampines Regional Library': '738'}, {'SUN PLAZA PK': '392'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '723'}]",Condo,0.95,0.89,0.79,device_71,85.9,True,2025-10-28 03:27:29.790835+00:00
213,530 Bedok North Street 3,Bedok,1200,1,1,1200,,530 Bedok North Street 3,73,663,1.33371332018833,103.927020293564,"[{'Bedok North Street 3 Blk 538': '323'}, {'Bedok Public Library': '907'}, {'BEDOK TOWN PK': '376'}, {'SHENG SIONG SUPERMARKET PTE LTD': '222'}]",HDB,0.97,0.32,0.5,device_71,30.24,False,2025-10-28 03:28:19.130280+00:00
269,Master Room (Landed) for Rent in The Springfield,Bedok,1800,1,1,250,1999,Chempaka Kuning Link,72,711,1.33247940866704,103.948743617873,"[{'Bedok North Street 4 Blk 85 (85 Fengshan Centre)': '1111'}, {'Bedok Public Library': '1992'}, {'JLN PARI BURONG PG': '248'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '128'}]",Landed,0.94,0.35,0.5,device_71,47.01,False,2025-10-28 03:29:44.939725+00:00
236,5 Room (5I) HDB for Rent in 523A Tampines Central 7,Tampines,4100,3,2,1216,2015,523A Tampines Central 7,56,1016,1.35937098724463,103.938378633561,"[{'Hawker Centre @ Our Tampines Hub': '725'}, {'Tampines Regional Library': '700'}, {'TAMPINES BOULEVARD PARK': '546'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '628'}]",HDB,0.8,0.78,0.79,device_71,15.55,False,2025-10-28 03:30:30.154862+00:00
32,327C Sumang Walk,Punggol,800,1,0,100,2018,327C Sumang Walk,108,580,1.41206930290767,103.899974279726,"[{'One Punggol Hawker Centre': '684'}, {'Punggol Regional Library': '669'}, {'PUNGGOL WATERWAY PK': '551'}, {'SHENG SIONG SUPERMARKET PTE LTD': '145'}]",HDB,0.91,0.16,0.83,device_72,13.94,False,2025-10-28 03:22:57.362637+00:00
11,381 Tampines Street 32,Changi,900,1,0,90,1993,381 Tampines Street 32,105,710,1.3540186467337,103.958966328131,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '1859'}, {'JLN PELATOK PG': '884'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '125'}]",HDB,0.88,0.19,0.16,device_72,14.09,False,2025-10-28 03:23:35.421355+00:00
579,Master Room (Landed) for Rent in The Woods (B),Nanyang,1800,1,1,250,2013,Westwood Avenue,17,412,1.35123949722645,103.698839318022,"[{'Jurong West Hawker Centre': '1117'}, {'Jurong West Public Library': '1331'}, {'WESTWOOD PARK PLAYGROUND': '254'}, {'PRIME SUPERMARKET LIMITED': '284'}]",Landed,0.6,1.0,0.75,device_72,63.23,False,2025-10-28 03:25:17.801445+00:00
300,2 Room HDB for Rent in 175 Bukit Batok West Avenue 8,Jurong East,2000,1,1,350,1985,175 Bukit Batok West Avenue 8,47,211,1.34554897953938,103.741598629749,"[{'Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre)': '486'}, {'Bukit Batok Public Library': '970'}, {'JLG: CG MRT TOL LINKWAY': '1176'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '223'}]",HDB,0.54,0.72,0.82,device_72,29.93,True,2025-10-28 03:26:23.531206+00:00
31,172B Sengkang East Drive,Punggol,1100,1,0,100,2023,172B Sengkang East Drive,125,910,1.38714243993422,103.910406140367,"[{'Sengkang Public Library': '1809'}, {""ST ANNE'S WOOD PG"": '893'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '829'}]",HDB,0.82,0.0,0.07,device_72,7.57,False,2025-10-28 03:26:47.076347+00:00
371,Master Room (Landed) for Rent in The Woods (A),Nanyang,1800,1,1,250,2013,Westwood Avenue,17,420,1.35123949722645,103.698839318022,"[{'Jurong West Hawker Centre': '1117'}, {'Jurong West Public Library': '1331'}, {'WESTWOOD PARK PLAYGROUND': '254'}, {'PRIME SUPERMARKET LIMITED': '284'}]",Landed,0.6,1.0,0.75,device_72,37.2,False,2025-10-28 03:27:39.881689+00:00
13,235 Bukit Batok East Avenue 5,Bukit Batok,1000,1,0,150,1984,235 Bukit Batok East Avenue 5,50,1140,1.34848352110457,103.756300449103,"[{'Bukit Batok West Hawker Centre': '1760'}, {'Bukit Batok Public Library': '793'}, {'HILLVIEW CRESCENT PLAYGROUND': '924'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '119'}]",HDB,0.85,0.69,0.79,device_73,31.63,False,2025-10-28 03:23:15.636946+00:00
31,172B Sengkang East Drive,Punggol,1100,1,0,100,2023,172B Sengkang East Drive,125,910,1.38714243993422,103.910406140367,"[{'Sengkang Public Library': '1809'}, {""ST ANNE'S WOOD PG"": '893'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '829'}]",HDB,0.82,0.0,0.07,device_73,58.16,False,2025-10-28 03:24:49.792933+00:00
